1	100	42.66000	42.66000	15233	0	2.38338	celf	1488202599964	10000
2	474	37.46000	80.12000	1	0	2.38730	celf	1488202599964	10000
3	124	31.83000	111.95000	10	0	2.44057	celf	1488202599964	10000
4	639	30.73000	142.68000	7	0	2.48515	celf	1488202599964	10000
5	239	28.37000	171.05000	9	0	2.55267	celf	1488202599964	10000
6	606	29.22000	200.27000	5	0	2.59725	celf	1488202599964	10000
7	287	25.18000	225.45000	19	0	2.78702	celf	1488202599964	10000
8	196	24.86000	250.31000	2	0	2.80968	celf	1488202599964	10000
9	599	24.40000	274.71000	14	0	2.98328	celf	1488202599964	10000
10	66	20.98000	295.69000	46	0	3.59673	celf	1488202599964	10000
11	80	20.43000	316.12000	10	0	3.73940	celf	1488202599964	10000
12	705	20.81000	336.93000	1	0	3.75497	celf	1488202599964	10000
13	14	19.83000	356.76000	9	0	3.90115	celf	1488202599964	10000
14	210	19.93000	376.69000	30	0	4.41572	celf	1488202599964	10000
15	128	19.23000	395.92000	1	0	4.43400	celf	1488202599964	10000
16	525	19.28000	415.20000	5	0	4.52842	celf	1488202599964	10000
17	4824	18.41000	433.61000	7	0	4.66613	celf	1488202599964	10000
18	634	18.02000	451.63000	19	0	5.05715	celf	1488202599964	10000
19	236	17.97000	469.60000	7	0	5.20642	celf	1488202599964	10000
20	535	17.16000	486.76000	12	0	5.47275	celf	1488202599964	10000
21	37	17.81000	504.57000	3	0	5.54127	celf	1488202599964	10000
22	192	18.52000	523.09000	7	0	5.70557	celf	1488202599964	10000
23	1162	20.07000	543.16000	8	0	5.89933	celf	1488202599964	10000
24	307	15.81000	558.97000	46	0	7.04567	celf	1488202599964	10000
25	221	17.32000	576.29000	34	0	7.90645	celf	1488202599964	10000
26	326	15.23000	591.52000	3	0	7.98458	celf	1488202599964	10000
27	156	14.46000	605.98000	44	0	9.16563	celf	1488202599964	10000
28	563	13.81000	619.79000	45	0	10.39667	celf	1488202599964	10000
29	8450	14.11000	633.90000	6	0	10.56525	celf	1488202599964	10000
30	1292	16.39000	650.29000	9	0	10.81990	celf	1488202599964	10000
31	105	13.42000	663.71000	46	0	12.16077	celf	1488202599964	10000
32	266	14.49000	678.20000	7	0	12.37002	celf	1488202599964	10000
33	111	13.19000	691.39000	9	0	12.64567	celf	1488202599964	10000
34	15	14.31000	705.70000	15	0	13.11165	celf	1488202599964	10000
35	60	14.29000	719.99000	1	0	13.14335	celf	1488202599964	10000
36	507	13.36000	733.35000	3	0	13.23993	celf	1488202599964	10000
37	359	12.82000	746.17000	2	0	13.30470	celf	1488202599964	10000
38	6072	13.32000	759.49000	1	0	13.33802	celf	1488202599964	10000
39	41	14.76000	774.25000	7	0	13.57542	celf	1488202599964	10000
40	682	13.60000	787.85000	11	0	13.95233	celf	1488202599964	10000
41	989	15.67000	803.52000	9	0	14.26507	celf	1488202599964	10000
42	274	14.23000	817.75000	22	0	15.04562	celf	1488202599964	10000
43	4854	12.91000	830.66000	27	0	16.01347	celf	1488202599964	10000
44	122	11.55000	842.21000	72	0	18.62855	celf	1488202599964	10000
45	363	11.94000	854.15000	9	0	18.96100	celf	1488202599964	10000
46	562	13.74000	867.89000	6	0	19.18382	celf	1488202599964	10000
47	99	11.28000	879.17000	24	0	20.09415	celf	1488202599964	10000
48	866	11.18000	890.35000	20	0	20.86272	celf	1488202599964	10000
49	1635	11.74000	902.09000	8	0	21.17437	celf	1488202599964	10000
50	417	11.86000	913.95000	3	0	21.29180	celf	1488202599964	10000
51	2796	12.47000	926.42000	8	0	21.60935	celf	1488202599964	10000
52	5629	11.04000	937.46000	6	0	21.84652	celf	1488202599964	10000
53	793	11.44000	948.90000	2	0	21.92735	celf	1488202599964	10000
54	1429	12.82000	961.72000	2	0	22.00877	celf	1488202599964	10000
55	2389	13.28000	975.00000	3	0	22.13058	celf	1488202599964	10000
56	92	11.67000	986.67000	8	0	22.46207	celf	1488202599964	10000
57	412	10.83000	997.50000	6	0	22.71150	celf	1488202599964	10000
58	2462	13.08000	1010.58000	4	0	22.88038	celf	1488202599964	10000
59	1312	12.10000	1022.68000	16	0	23.56213	celf	1488202599964	10000
60	140	11.77000	1034.45000	3	0	23.69123	celf	1488202599964	10000
61	1987	14.59000	1049.04000	2	0	23.77817	celf	1488202599964	10000
62	2133	11.01000	1060.05000	3	0	23.90930	celf	1488202599964	10000
63	1520	11.37000	1071.42000	7	0	24.21808	celf	1488202599964	10000
64	2153	11.43000	1082.85000	13	0	24.79725	celf	1488202599964	10000
65	6638	10.65000	1093.50000	23	0	25.82863	celf	1488202599964	10000
66	1044	12.25000	1105.75000	19	0	26.69098	celf	1488202599964	10000
67	6836	10.37000	1116.12000	9	0	27.10447	celf	1488202599964	10000
68	2033	10.84000	1126.96000	1	0	27.15065	celf	1488202599964	10000
69	2927	10.55000	1137.51000	5	0	27.38267	celf	1488202599964	10000
70	255	9.90000	1147.41000	65	0	30.41433	celf	1488202599964	10000
71	1320	10.06000	1157.47000	2	0	30.50872	celf	1488202599964	10000
72	885	10.00000	1167.47000	3	0	30.65137	celf	1488202599964	10000
73	76	10.03000	1177.50000	6	0	30.93655	celf	1488202599964	10000
74	839	11.56000	1189.06000	4	0	31.12835	celf	1488202599964	10000
75	6271	11.71000	1200.77000	6	0	31.41753	celf	1488202599964	10000
76	2455	10.38000	1211.15000	7	0	31.75698	celf	1488202599964	10000
77	515	9.39000	1220.54000	91	0	36.21192	celf	1488202599964	10000
78	1434	9.49000	1230.03000	20	0	37.19993	celf	1488202599964	10000
79	9994	10.88000	1240.91000	1	0	37.25025	celf	1488202599964	10000
80	1506	9.22000	1250.13000	6	0	37.55380	celf	1488202599964	10000
