1	100	41.65000	41.65000	15233	0	2.40213	celfplus	1488185956693	10000
2	474	38.98000	80.63000	1	0	2.40617	celfplus	1488185956693	10000
3	124	31.43000	112.06000	11	0	2.47782	celfplus	1488185956693	10000
4	239	31.55000	143.61000	4	0	2.50753	celfplus	1488185956693	10000
5	639	28.52000	172.13000	6	3	2.55825	celfplus	1488185956693	10000
6	606	27.95000	200.08000	4	1	2.59865	celfplus	1488185956693	10000
7	287	25.58000	225.66000	14	2	2.75628	celfplus	1488185956693	10000
8	196	25.57000	251.23000	3	0	2.79212	celfplus	1488185956693	10000
9	66	23.62000	274.85000	24	6	3.11277	celfplus	1488185956693	10000
10	99	21.93000	296.78000	20	6	3.39963	celfplus	1488185956693	10000
11	128	21.57000	318.35000	2	1	3.43035	celfplus	1488185956693	10000
12	1162	20.63000	338.98000	16	2	3.68930	celfplus	1488185956693	10000
13	14	21.34000	360.32000	6	0	3.79150	celfplus	1488185956693	10000
14	192	18.79000	379.11000	45	14	4.61000	celfplus	1488185956693	10000
15	4824	19.53000	398.64000	2	0	4.64738	celfplus	1488185956693	10000
16	535	18.61000	417.25000	3	1	4.70513	celfplus	1488185956693	10000
17	457	18.19000	435.44000	14	5	4.99008	celfplus	1488185956693	10000
18	525	17.92000	453.36000	10	0	5.20240	celfplus	1488185956693	10000
19	37	17.30000	470.66000	18	5	5.59790	celfplus	1488185956693	10000
20	210	18.09000	488.75000	21	4	6.07245	celfplus	1488185956693	10000
21	363	16.01000	504.76000	46	10	7.15575	celfplus	1488185956693	10000
22	266	16.05000	520.81000	3	0	7.22745	celfplus	1488185956693	10000
23	236	16.81000	537.62000	4	1	7.32735	celfplus	1488185956693	10000
24	563	16.42000	554.04000	5	1	7.45365	celfplus	1488185956693	10000
25	221	15.55000	569.59000	5	1	7.58285	celfplus	1488185956693	10000
26	80	15.91000	585.50000	1	0	7.60953	celfplus	1488185956693	10000
27	599	15.61000	601.11000	4	3	7.72028	celfplus	1488185956693	10000
28	60	15.04000	616.15000	20	5	8.28660	celfplus	1488185956693	10000
29	1292	15.34000	631.49000	1	1	8.31582	celfplus	1488185956693	10000
30	562	14.74000	646.23000	16	6	8.79028	celfplus	1488185956693	10000
31	5629	15.41000	661.64000	6	0	8.96998	celfplus	1488185956693	10000
32	6072	14.31000	675.95000	29	8	9.85883	celfplus	1488185956693	10000
33	989	16.19000	692.14000	11	0	10.19990	celfplus	1488185956693	10000
34	507	14.10000	706.24000	7	7	10.42028	celfplus	1488185956693	10000
35	634	14.48000	720.72000	9	2	10.70810	celfplus	1488185956693	10000
36	307	16.32000	737.04000	4	0	10.83823	celfplus	1488185956693	10000
37	1429	13.27000	750.31000	46	6	12.36923	celfplus	1488185956693	10000
38	274	13.36000	763.67000	9	0	12.66998	celfplus	1488185956693	10000
39	682	15.86000	779.53000	23	7	13.45918	celfplus	1488185956693	10000
40	131	13.98000	793.51000	19	0	14.12078	celfplus	1488185956693	10000
41	1520	12.72000	806.23000	12	2	14.54150	celfplus	1488185956693	10000
42	1987	13.30000	819.53000	5	0	14.71923	celfplus	1488185956693	10000
43	1692	12.73000	832.26000	4	1	14.86387	celfplus	1488185956693	10000
44	326	12.73000	844.99000	15	1	15.41500	celfplus	1488185956693	10000
45	1159	12.59000	857.58000	21	2	16.19577	celfplus	1488185956693	10000
46	3210	12.35000	869.93000	8	0	16.49768	celfplus	1488185956693	10000
47	1156	11.78000	881.71000	54	7	18.56903	celfplus	1488185956693	10000
48	15	11.92000	893.63000	13	3	19.06923	celfplus	1488185956693	10000
49	412	11.55000	905.18000	21	4	19.88797	celfplus	1488185956693	10000
50	839	13.04000	918.22000	1	1	19.92712	celfplus	1488185956693	10000
51	2462	11.91000	930.13000	21	3	20.76547	celfplus	1488185956693	10000
52	156	11.78000	941.91000	2	0	20.84617	celfplus	1488185956693	10000
53	92	12.69000	954.60000	3	0	20.96917	celfplus	1488185956693	10000
54	41	12.20000	966.80000	26	3	22.03868	celfplus	1488185956693	10000
55	316	11.57000	978.37000	1	0	22.08035	celfplus	1488185956693	10000
56	6638	12.22000	990.59000	15	1	22.71387	celfplus	1488185956693	10000
57	140	12.76000	1003.35000	16	2	23.39723	celfplus	1488185956693	10000
58	4854	11.16000	1014.51000	12	2	23.91965	celfplus	1488185956693	10000
59	6271	10.91000	1025.42000	6	1	24.18178	celfplus	1488185956693	10000
60	9994	13.17000	1038.59000	16	1	24.88460	celfplus	1488185956693	10000
61	2153	10.54000	1049.13000	43	10	26.81997	celfplus	1488185956693	10000
62	359	11.42000	1060.55000	34	5	28.35565	celfplus	1488185956693	10000
63	1312	10.93000	1071.48000	2	0	28.44802	celfplus	1488185956693	10000
64	3847	10.82000	1082.30000	3	0	28.58678	celfplus	1488185956693	10000
65	1370	12.29000	1094.59000	6	0	28.86658	celfplus	1488185956693	10000
66	2796	11.83000	1106.42000	23	2	29.94577	celfplus	1488185956693	10000
67	3770	11.58000	1118.00000	1	0	29.99255	celfplus	1488185956693	10000
68	646	9.92000	1127.92000	55	3	32.60153	celfplus	1488185956693	10000
69	695	9.82000	1137.74000	28	2	33.93855	celfplus	1488185956693	10000
70	150	10.36000	1148.10000	27	4	35.23590	celfplus	1488185956693	10000
71	122	10.86000	1158.96000	1	0	35.28412	celfplus	1488185956693	10000
72	2964	9.74000	1168.70000	6	0	35.57802	celfplus	1488185956693	10000
73	382	9.78000	1178.48000	11	3	36.11863	celfplus	1488185956693	10000
